,train,test
0,27.52,26.640000000000004
1,30.235,29.880000000000003
2,41.86166666666667,41.099999999999994
3,45.81333333333333,45.39
4,44.888333333333335,44.330000000000005
5,47.18333333333333,46.7
6,50.778333333333336,50.51
7,43.17333333333334,42.559999999999995
8,47.72166666666667,47.25
9,52.559999999999995,51.51
10,57.885,57.60999999999999
11,54.39333333333334,53.28000000000001
12,50.50666666666667,50.14999999999999
13,58.01833333333334,57.31
14,50.48166666666667,50.55
15,43.67666666666667,42.78
16,50.846666666666664,50.61
17,51.48166666666667,51.05
18,50.846666666666664,50.74999999999999
19,49.61,48.89
20,50.635,49.58
21,45.343333333333334,44.61
22,44.93666666666667,44.04
23,43.416666666666664,42.54
24,48.77,48.24
25,47.55,46.9
26,45.58833333333333,44.75
27,49.736666666666665,48.64
28,37.79166666666667,37.08
29,46.51166666666667,45.71
30,47.88,47.0
31,47.69833333333333,47.02
32,48.93333333333334,48.15
33,54.59333333333334,54.05
34,59.971666666666664,59.45
35,50.03666666666666,49.21
36,61.94499999999999,61.5
37,56.80833333333334,55.58
38,52.77666666666667,52.019999999999996
39,47.65333333333333,46.910000000000004
40,57.30833333333333,56.88999999999999
41,47.78,46.989999999999995
42,57.196666666666665,56.28999999999999
43,56.811666666666675,56.15
44,55.059999999999995,54.04
45,40.678333333333335,39.93
46,52.22333333333333,51.28
47,53.111666666666665,52.15
48,37.0,36.5
49,43.10333333333333,42.13
