,train,test
0,88.715,86.83999999999999
1,90.69666666666667,88.23
2,91.64333333333333,89.14999999999999
3,93.05666666666667,89.58
4,93.78,89.33
5,94.455,89.48
6,94.79166666666666,89.71000000000001
7,96.20166666666667,90.0
8,96.47,90.41
9,96.99166666666666,89.72
10,97.09,89.64999999999999
11,97.52499999999999,89.42999999999999
12,97.96000000000001,89.98
13,98.45666666666666,90.32
14,98.26333333333334,89.59
15,98.21166666666666,89.46
16,98.675,89.62
17,98.43166666666666,89.64
18,98.855,89.57000000000001
19,99.12666666666667,89.82
20,98.95166666666667,89.53
21,99.47666666666667,90.16999999999999
22,99.28,89.88000000000001
23,99.20666666666666,90.08
24,99.31666666666666,90.22
25,99.57000000000001,90.06
26,99.50833333333333,90.28
27,99.00666666666666,90.19
28,99.34833333333334,89.98
29,99.49833333333333,90.29
30,99.555,90.02
31,99.59,90.3
32,99.47333333333333,90.36999999999999
33,99.29166666666667,89.98
34,99.65333333333334,90.14
35,99.78166666666667,90.09
36,99.14166666666667,90.16
37,99.41,90.38000000000001
38,99.52666666666666,90.47
39,99.385,90.10000000000001
40,99.68666666666667,90.16999999999999
41,99.82166666666666,90.4
42,99.57833333333333,89.72
43,99.485,89.77000000000001
44,99.66166666666668,90.5
45,99.81833333333333,90.48
46,99.77833333333334,90.61
47,99.8,90.24
48,99.685,90.33
49,99.66666666666667,90.2
