,train,test
0,33.32333333333333,32.68
1,37.01333333333333,36.26
2,59.0,58.81999999999999
3,34.09166666666666,33.82
4,56.56333333333333,56.04
5,45.2,44.080000000000005
6,55.52333333333333,55.47
7,60.01833333333333,59.209999999999994
8,46.9,46.44
9,57.379999999999995,56.720000000000006
10,40.385,40.129999999999995
11,47.845,47.36
12,38.88666666666667,38.74
13,38.04166666666667,37.3
14,50.903333333333336,50.849999999999994
15,53.779999999999994,53.53
16,39.47333333333333,39.03
17,58.18,57.63
18,62.63999999999999,61.919999999999995
19,29.13,28.83
20,45.26166666666667,44.690000000000005
21,56.165,55.379999999999995
22,39.42666666666666,38.91
23,58.69,57.60999999999999
24,48.931666666666665,48.68
25,55.80666666666667,54.98
26,47.06,46.9
27,51.605000000000004,51.459999999999994
28,50.19166666666667,49.99
29,50.37666666666667,50.39
30,49.41833333333333,49.33
31,52.751666666666665,52.65
32,43.9,44.2
33,47.27,47.19
34,52.778333333333336,51.83
35,49.14,48.59
36,42.32833333333333,42.24
37,39.975,39.800000000000004
38,43.13,42.65
39,42.141666666666666,41.28
40,43.61666666666667,43.6
41,52.44833333333333,51.94
42,46.085,45.93
43,41.394999999999996,40.760000000000005
44,31.33666666666667,31.119999999999997
45,50.96666666666667,50.41
46,53.269999999999996,53.06999999999999
47,59.56333333333333,58.879999999999995
48,42.70333333333333,42.19
49,49.04666666666667,48.85
