,train,test
0,88.13666666666666,86.07000000000001
1,90.52,88.18
2,92.03666666666666,88.84
3,92.86166666666666,88.85
4,94.06333333333333,89.66
5,95.07,90.14999999999999
6,95.35666666666667,89.82
7,95.74333333333334,89.34
8,96.80166666666666,89.8
9,97.29833333333333,90.01
10,98.25666666666667,90.66
11,98.10833333333333,90.16
12,98.23166666666665,90.05
13,98.50333333333333,90.11
14,99.10333333333334,90.44
15,99.06833333333334,90.75
16,98.765,89.63
17,99.18833333333333,90.31
18,99.30666666666667,90.45
19,98.86333333333333,90.11
20,99.14666666666668,90.49000000000001
21,98.84166666666667,89.53999999999999
22,99.005,89.88000000000001
23,98.85666666666667,89.31
24,99.52666666666666,90.49000000000001
25,99.45833333333334,90.51
26,99.00999999999999,90.42
27,99.27666666666667,90.16999999999999
28,99.47333333333333,90.16999999999999
29,99.63166666666666,90.14
30,99.56,90.38000000000001
31,99.53333333333333,90.23
32,99.68666666666667,90.32
33,99.40833333333333,90.32
34,99.65833333333333,90.3
35,99.78166666666667,90.39
36,99.57833333333333,90.33
37,99.575,90.36
38,99.735,90.53
39,99.73833333333333,90.62
40,99.75833333333334,91.01
41,99.52499999999999,90.36
42,99.60166666666666,90.62
43,99.705,90.85
44,99.675,90.48
45,99.57666666666667,90.13
46,99.83833333333332,90.53999999999999
47,99.875,90.51
48,99.84833333333333,90.57
49,99.83666666666666,90.71000000000001
