,train,test
0,17.908333333333335,17.46
1,26.836666666666666,26.240000000000002
2,16.49,16.28
3,28.868333333333336,28.88
4,28.048333333333332,27.91
5,21.806666666666665,21.68
6,27.389999999999997,26.76
7,30.838333333333335,30.14
8,27.388333333333332,27.200000000000003
9,22.48,22.07
10,31.314999999999998,30.23
11,24.251666666666665,24.01
12,26.56833333333333,26.57
13,28.238333333333333,27.900000000000002
14,24.596666666666668,24.5
15,23.843333333333334,23.71
16,32.906666666666666,32.84
17,31.39166666666667,31.04
18,35.339999999999996,35.099999999999994
19,24.186666666666667,23.810000000000002
20,25.935000000000002,25.36
21,32.445,32.16
22,30.583333333333336,30.220000000000002
23,25.915,25.650000000000002
24,28.64,28.139999999999997
25,25.366666666666664,25.330000000000002
26,28.488333333333333,28.16
27,28.651666666666664,28.48
28,26.55,26.39
29,33.95166666666667,33.839999999999996
30,34.56,34.19
31,34.465,33.81
32,27.02,26.779999999999998
33,32.60333333333333,32.0
34,34.13666666666666,33.83
35,31.796666666666667,31.34
36,33.571666666666665,33.14
37,29.283333333333335,28.93
38,24.498333333333335,23.73
39,29.799999999999997,29.110000000000003
40,23.696666666666665,23.330000000000002
41,22.583333333333332,22.040000000000003
42,29.138333333333332,28.21
43,26.85,25.89
44,24.141666666666666,23.72
45,31.95,31.290000000000003
46,29.21666666666667,28.64
47,34.583333333333336,33.839999999999996
48,35.873333333333335,35.17
49,29.653333333333332,29.17
