,train,test
0,16.400000000000002,16.21
1,17.48,17.330000000000002
2,10.0,10.0
3,18.15,17.580000000000002
4,15.65,15.15
5,16.896666666666665,16.650000000000002
6,20.303333333333335,19.75
7,19.825,19.39
8,21.146666666666665,21.240000000000002
9,19.57,19.49
10,22.215,21.98
11,16.80666666666667,16.8
12,20.991666666666667,20.549999999999997
13,17.091666666666665,16.91
14,19.46333333333333,19.57
15,24.29,23.96
16,22.351666666666667,22.07
17,24.915000000000003,24.63
18,27.3,26.950000000000003
19,23.688333333333333,23.77
20,16.453333333333333,16.37
21,24.291666666666668,24.16
22,23.799999999999997,23.62
23,31.740000000000002,31.259999999999998
24,30.975,30.959999999999997
25,41.541666666666664,41.74
26,27.46,27.54
27,29.586666666666666,29.470000000000002
28,37.01333333333333,37.04
29,32.34,32.4
30,29.31666666666667,29.270000000000003
31,26.075,25.27
32,28.481666666666666,28.15
33,24.681666666666665,24.4
34,24.995,25.14
35,22.439999999999998,22.59
36,18.731666666666666,18.75
37,24.235,23.91
38,27.576666666666664,27.52
39,21.223333333333333,21.07
40,31.783333333333335,31.81
41,25.371666666666666,25.430000000000003
42,22.008333333333333,22.470000000000002
43,37.12666666666667,36.63
44,16.395,16.35
45,18.871666666666666,19.08
46,22.596666666666668,22.7
47,19.67,19.7
48,23.371666666666666,23.46
49,26.650000000000002,26.58
