,train,test
0,67.81,67.61
1,68.77,68.39
2,61.89833333333333,62.06
3,63.185,62.91
4,68.38666666666666,68.08999999999999
5,71.79666666666667,71.44
6,69.24833333333333,68.42
7,71.205,70.39
8,65.60166666666667,65.24
9,66.34333333333333,65.41
10,54.70666666666667,54.190000000000005
11,66.08666666666667,65.3
12,68.46833333333333,68.0
13,65.54833333333333,65.02
14,73.79833333333333,73.55000000000001
15,68.93166666666667,68.13
16,67.865,67.2
17,66.035,65.05
18,73.69666666666667,73.13
19,69.11666666666667,68.41000000000001
20,69.895,69.02000000000001
21,71.83333333333334,70.96000000000001
22,71.825,71.48
23,75.68333333333334,74.69
24,77.17833333333334,76.39
25,75.54833333333333,75.25
26,77.54333333333334,77.01
27,75.77833333333334,75.1
28,78.48333333333333,77.38000000000001
29,74.48166666666667,73.92
30,75.65333333333332,74.45
31,77.06166666666667,76.3
32,73.25,71.86
33,77.55833333333332,76.4
34,72.89,72.74000000000001
35,71.31166666666667,70.39
36,74.13499999999999,73.38
37,69.05666666666667,68.02
38,74.995,74.11999999999999
39,63.035,62.38
40,73.16833333333334,72.32
41,70.54833333333333,69.52000000000001
42,77.86,76.89
43,79.11333333333333,77.75999999999999
44,76.33833333333332,75.19
45,72.76,71.94
46,70.17333333333333,69.51
47,71.2,70.22
48,77.925,76.94
49,67.525,66.71000000000001
