,train,test
0,26.865,26.56
1,29.075,28.62
2,27.229999999999997,26.6
3,41.285,41.22
4,41.14333333333333,40.839999999999996
5,42.40833333333333,42.3
6,29.64,28.89
7,34.32333333333333,33.550000000000004
8,42.98833333333334,42.64
9,36.553333333333335,35.839999999999996
10,33.985,33.489999999999995
11,29.82,29.13
12,42.52,41.86
13,44.02333333333333,43.519999999999996
14,41.568333333333335,41.08
15,32.538333333333334,32.23
16,56.89999999999999,56.89999999999999
17,42.72,41.839999999999996
18,42.57,42.4
19,47.565000000000005,47.25
20,55.55,55.53
21,39.98833333333333,39.85
22,51.74333333333333,51.339999999999996
23,54.236666666666665,53.68000000000001
24,37.4,36.78
25,42.915,42.480000000000004
26,44.17333333333333,43.79
27,36.48166666666667,35.809999999999995
28,45.07333333333333,44.48
29,45.89666666666667,45.37
30,52.55333333333333,51.800000000000004
31,37.53666666666667,36.54
32,52.32666666666667,51.51
33,52.67333333333334,52.35999999999999
34,63.33,62.4
35,61.04166666666667,60.129999999999995
36,60.42999999999999,59.01
37,53.278333333333336,52.93
38,47.47833333333333,46.31
39,40.568333333333335,40.03
40,52.22666666666667,51.92
41,46.34666666666667,45.25
42,57.93000000000001,56.940000000000005
43,63.763333333333335,62.77
44,38.056666666666665,37.69
45,41.84166666666667,40.6
46,53.74333333333333,53.510000000000005
47,55.24166666666667,54.6
48,55.96333333333333,54.900000000000006
49,48.281666666666666,47.57
