,train,test
0,18.588333333333335,18.16
1,24.21666666666667,24.07
2,21.34,20.74
3,20.513333333333332,20.24
4,31.726666666666663,31.19
5,29.4,28.970000000000002
6,31.863333333333333,31.669999999999998
7,24.126666666666665,23.66
8,28.818333333333335,28.38
9,30.653333333333332,29.720000000000002
10,29.94,29.549999999999997
11,32.41833333333333,31.96
12,32.593333333333334,31.94
13,33.05833333333334,32.76
14,38.483333333333334,38.15
15,28.736666666666665,27.800000000000004
16,23.31,23.150000000000002
17,28.52166666666667,28.33
18,30.66833333333333,30.12
19,29.880000000000003,29.5
20,29.12666666666667,28.67
21,39.86333333333334,39.22
22,39.94666666666667,39.2
23,34.156666666666666,33.01
24,38.66166666666667,38.06
25,44.72333333333333,43.87
26,41.86833333333333,40.910000000000004
27,33.21666666666667,32.550000000000004
28,31.65,31.419999999999998
29,33.821666666666665,33.6
30,36.68833333333333,35.88
31,29.544999999999998,29.23
32,34.163333333333334,33.78
33,29.794999999999998,29.049999999999997
34,32.15833333333333,31.36
35,32.71,31.81
36,43.916666666666664,43.1
37,28.575,28.08
38,31.430000000000003,30.680000000000003
39,32.79,32.29
40,27.24,27.229999999999997
41,31.436666666666667,31.230000000000004
42,32.63166666666667,31.65
43,38.65166666666667,38.019999999999996
44,32.175,32.25
45,35.32833333333333,34.949999999999996
46,32.99333333333333,32.79
47,34.37,34.14
48,32.696666666666665,32.18
49,37.52166666666666,37.169999999999995
