,train,test
0,43.47833333333334,42.08
1,51.33333333333333,51.65
2,58.02,56.99999999999999
3,60.583333333333336,60.199999999999996
4,61.50333333333333,61.06
5,59.681666666666665,58.96
6,65.16499999999999,64.38000000000001
7,64.76333333333332,64.0
8,60.931666666666665,60.28
9,57.27833333333333,56.220000000000006
10,62.27166666666667,61.160000000000004
11,54.108333333333334,53.44
12,58.638333333333335,57.49999999999999
13,64.02333333333333,63.21
14,54.574999999999996,54.0
15,58.545,58.24
16,63.711666666666666,63.17
17,66.21166666666667,65.23
18,63.95833333333333,63.480000000000004
19,58.904999999999994,58.02
20,49.016666666666666,48.5
21,62.74166666666666,62.029999999999994
22,59.98,58.9
23,57.861666666666665,57.06
24,60.08166666666666,59.03
25,61.89,61.31999999999999
26,59.19333333333333,58.43000000000001
27,60.545,59.650000000000006
28,62.653333333333336,61.839999999999996
29,61.529999999999994,60.78
30,62.095,61.28
31,62.614999999999995,61.839999999999996
32,62.714999999999996,61.59
33,59.0,57.84
34,61.74166666666666,61.01
35,60.068333333333335,59.589999999999996
36,56.54166666666667,55.7
37,66.45333333333333,65.0
38,53.99666666666667,53.36
39,60.199999999999996,59.84
40,59.02166666666666,58.540000000000006
41,67.41666666666667,66.29
42,57.16166666666667,56.89999999999999
43,62.10666666666667,61.59
44,61.68333333333334,60.84
45,64.18833333333333,63.580000000000005
46,64.46499999999999,64.07000000000001
47,65.26333333333334,64.37
48,63.821666666666665,63.05
49,60.11,58.93000000000001
