,train,test
0,29.349999999999998,28.660000000000004
1,26.151666666666667,25.28
2,34.30666666666667,33.85
3,35.61833333333333,34.96
4,34.870000000000005,35.089999999999996
5,46.12166666666667,45.96
6,53.345,53.1
7,34.166666666666664,33.739999999999995
8,41.248333333333335,40.75
9,29.133333333333333,28.99
10,30.745,30.91
11,38.629999999999995,38.14
12,32.031666666666666,31.990000000000002
13,31.306666666666665,31.130000000000003
14,26.23333333333333,26.029999999999998
15,44.30833333333333,44.59
16,18.135,18.13
17,28.155,27.27
18,27.458333333333336,27.21
19,30.763333333333332,30.4
20,33.75,33.81
21,27.84333333333333,26.96
22,34.47666666666667,34.17
23,35.80166666666666,35.02
24,26.6,25.85
25,29.423333333333336,28.57
26,48.75833333333333,48.17
27,47.35166666666667,47.089999999999996
28,35.6,34.97
29,42.538333333333334,42.27
30,41.935,41.5
31,30.490000000000002,30.380000000000003
32,26.493333333333336,26.040000000000003
33,43.525000000000006,43.33
34,42.21333333333334,41.6
35,37.12166666666666,37.03
36,48.07833333333333,47.8
37,41.891666666666666,41.55
38,48.568333333333335,48.230000000000004
39,51.61833333333333,50.06
40,40.98833333333333,40.67
41,35.79666666666667,36.02
42,49.223333333333336,48.83
43,45.516666666666666,45.75
44,29.575000000000003,29.080000000000002
45,40.22666666666667,39.7
46,48.22,47.85
47,36.27333333333333,35.97
48,49.538333333333334,49.21
49,47.29,47.03
