,train,test
0,15.950000000000001,15.540000000000001
1,15.153333333333332,15.120000000000001
2,18.858333333333334,18.64
3,22.953333333333333,22.17
4,23.64,23.45
5,23.880000000000003,23.32
6,25.55,25.009999999999998
7,22.611666666666665,22.78
8,25.421666666666663,25.040000000000003
9,22.193333333333335,21.81
10,25.491666666666667,25.05
11,25.763333333333332,25.430000000000003
12,30.455,29.56
13,29.146666666666665,29.03
14,28.246666666666663,27.55
15,28.050000000000004,27.3
16,35.315000000000005,34.69
17,22.671666666666667,22.85
18,29.546666666666667,29.360000000000003
19,26.116666666666667,25.56
20,30.27166666666667,30.3
21,29.563333333333336,29.189999999999998
22,25.61,25.46
23,30.246666666666666,30.080000000000002
24,27.718333333333334,27.250000000000004
25,24.97833333333333,24.77
26,33.08833333333333,32.769999999999996
27,31.306666666666665,31.28
28,29.35833333333333,29.349999999999998
29,28.813333333333336,28.810000000000002
30,26.793333333333337,26.69
31,28.82,28.82
32,25.615,25.369999999999997
33,25.990000000000002,25.53
34,27.618333333333332,27.250000000000004
35,29.556666666666665,29.580000000000002
36,28.29,27.900000000000002
37,23.183333333333334,23.119999999999997
38,33.458333333333336,33.410000000000004
39,37.86,37.65
40,31.746666666666666,31.81
41,25.293333333333333,25.09
42,27.05666666666667,26.8
43,26.07333333333333,25.71
44,24.41,24.34
45,25.57833333333333,25.45
46,25.098333333333333,24.709999999999997
47,23.066666666666666,22.720000000000002
48,29.113333333333337,28.999999999999996
49,27.278333333333332,26.840000000000003
